date,tweet,label
2016-10-05 04:22:26+00:00,sering terjadi kebakaran hutan khususnya di daerah kalbar,1.0
2016-10-04 10:23:35+00:00,tidak heran kalau tahun kemarin banyak terjadi kebakaran hutan di musim kemarau,1.0
2016-10-01 12:29:28+00:00,di kabarkan hutan luas terjadi kebakaran di daerah pekanbaru kabut asap menyelimuti para pemukiman,1.0
2016-10-01 12:17:52+00:00,sebutkan salah satu bencana yg bisa terjadi akibat hutan gundul banjir longsor kebakaran kekeringan,0.0
2016-10-01 02:58:03+00:00,bpbd sumbar hanya memiliki mobil pemadam kebakaran dan akan kesulitan jika terjadi kebakaran di tengah hutan,0.0
2016-09-30 00:34:01+00:00,kebakaran hutan dan lahan landa empat kabupaten di sumbar kebakaran hutan dan lahan kembali terjadi,1.0
2016-09-29 11:58:07+00:00,selamat malam teman antara kebakaran hutan yg kerap terjadi di indonesia menjadi perhatian khusus pemerintah,1.0
2016-09-29 03:39:47+00:00,kabut asap ganggu arus lalu lintas di jalan sumatera kebakaran hutan terjadi di wilayah sawahlunto sumatera barat,1.0
2016-09-29 03:20:05+00:00,kebakaran hutan terjadi di wilayah sawahlunto sumatera barat,1.0
2016-09-29 03:16:53+00:00,update berita kebakaran hutan terjadi di wilayah sawahlunto sumatera barat,1.0
2016-09-27 10:41:10+00:00,tahun lalu telah terjadi kebakaran mengerikan sehingga menghancurkan hutan lahan gambut dan orang utan disana,1.0
2016-09-27 07:58:00+00:00,masuki musim hujan kebakaran hutan di riau masih terus terjadi kebakaran terjadi di dua wilayah di riau,1.0
2016-09-27 06:35:50+00:00,pada bulan oktober kedudukan semu matahari ada diatas jawa timur diwaspadai suhu tinggi sd 37 derajat c berbahaya terjadi kebakaran hutan,2.0
2016-09-26 13:03:17+00:00,berbicara tentang luasan kebakaran hutan dan lahan yang terjadi,1.0
2016-09-26 12:21:53+00:00,terhitung rata rata 80 kebakaran hutan dan lahan terjadi di lahan gambut,1.0
2016-09-24 14:51:04+00:00,titik api terpantau di jambi kebakaran hutan dan lahan karhutla mulai terjadi,1.0
2016-09-20 06:27:16+00:00,sangat tidak boleh terjadi kebakaran hutan,2.0
2016-09-19 22:06:37+00:00,hutanku semakin merana kebakaran hutan yang setiap tahun terjadi semakin membuat,1.0
2016-09-19 13:33:00+00:00,perlindungan total hutan dan gambut serta penegakan hukum memastikan kebakaran hutan dan kabut asap tidak terjadi lagi,2.0
2016-09-18 05:27:28+00:00,meskipun masih terjadi hujan belakangan ini dan musim kemarau namun kebakaran hutan perlu diantisipasi sebab 10,2.0
2016-09-18 05:15:06+00:00,pembakaran dengan sengaja menyebabkan kebakaran hutan dan lahan karhutla terus terjadi,1.0
2016-09-17 11:49:54+00:00,semangat sahabat mangga agni bersama menteri lhk dan masyarakat menjaga jangan sampai terjadi kebakaran lahan hutan,2.0
2016-09-16 18:39:08+00:00,kebakaran hutan terjadi di pasaman,1.0
2016-09-16 14:13:00+00:00,karhutla di kawasan bukit suligi riau masih belum bisa dipadamkan kebakaran hutan dan lahan masih terjadi,1.0
2016-09-16 09:17:17+00:00,9 di antaranya kab oi oki banyuasin kab musi banyuasin yg tahun lalu terjadi kebakaran hutan dan lahan yang hebat di sana,1.0
2016-09-16 09:07:19+00:00,kebakaran hutan dan lahan karhutla yang terjadi di indonesia tahun lalu merupakan yang terparah sepanjang sejarah,1.0
2016-09-15 06:08:02+00:00,pemprov sumatera selatan terus memaksimalkan pencegahan hutan dan lahan supaya tidak terjadi seperti tahun sebelumnya,2.0
2016-09-14 06:27:23+00:00,jakarta kebakaran hutan dan lahan karhutla yang terus terjadi setiap tahun memaksa kementerian lingkungan,1.0
2016-09-14 06:22:16+00:00,fatwa mui bakar hutan haram jakarta kebakaran hutan dan lahan karhutla yang terus terjadi setiap tahun,1.0
2016-09-13 16:27:46+00:00,kebakaran hutan di bukit dara sumbar menjalar ke permukiman kebakaran hutan yang terjadi di bukit bara kana,1.0
2016-09-13 08:38:36+00:00,hujan dah mulai berarti akan tidak terjadi lagi kebakaran hutan di kabupaten pulang pisau,1.0
2016-09-13 08:15:42+00:00,kebakaran hutan kembali terjadi di palangkaraya,1.0
2016-09-13 04:00:29+00:00,tegakkan hukum kasus karhutla kebakaran hutan dan lahan terjadi hampir merata di provinsi riau sejak awal 20,2.0
2016-09-13 03:49:02+00:00,green flash kebakaran hutan dan lahan karhutla masih terjadi di wilayah riau hasil pantauan dari badan,1.0
2016-09-13 01:47:21+00:00,personil polres lutim membantu memadamkan kebakaran hutan yang terjadi di wilayah malili,2.0
2016-09-12 23:14:09+00:00,perdana menteri yunani tinjau lokasi kebakaran hutan perdana menteri yunani meninjau langsung kebakaran hutan yang terjadi selama,0.0
2016-09-12 23:13:18+00:00,perdana menteri yunani meninjau langsung kebakaran hutan yang terjadi selama tiga hari di kepulauan thassos dalam kebakaran,0.0
2016-09-12 12:43:38+00:00,radio bintang tenggara banyuwangi 1945 kebakaran yang terjadi sejak sepekan terakhir di hutan taman nasional,1.0
2016-09-12 09:20:22+00:00,radio bintang tenggara banyuwangi 1620 kebakaran hutan taman nasional baluran situbondo yang terjadi sejak,1.0
2016-09-11 12:23:28+00:00,hutan lindung bukit suligi riau dibakar perambah kebakaran hutan yang dilindungi negara ini tepatnya terjadi di muara takus kecamata,1.0
2016-09-11 12:10:27+00:00,kebakaran hutan yang dilindungi negara ini tepatnya terjadi di muara takus kecamatan xiii kota kampar,1.0
2016-09-11 07:58:46+00:00,menginformasikan siang ini terjadi di tepi jalan baluran arah menurutnya meski tak mengganggu,0.0
2016-09-09 09:32:34+00:00,pada 2015 kebakaran hutan di sumsel merusak 700000 ha lahan dan hutan upaya mengatasi masalah ini agar tdk terjadi kembali,1.0
2016-09-08 08:00:47+00:00,hamdhani sy menitik beratankan ttng kebakaran hutan kebakaran hutan menjadi satu dilema yg sering terjadi,0.0
2016-09-08 05:43:12+00:00,pekanbaru kondisi asap terburuk akibat kebakaran hutan dan lahan karhutla di riau tahun 2016 terjadi pada,1.0
2016-09-08 03:20:55+00:00,kondisi asap terburuk akibat kebakaran hutan dan lahan karhutla di riau tahun 2016 terjadi pada rentang waktu 23 hingga 29 agustus lalu,1.0
2016-09-07 07:48:18+00:00,sementara itu pada januari agustus 2016 diperkirakan kebakaran baru terjadi pada 500 ribu ha hutan dan lahan,1.0
2016-09-07 07:22:35+00:00,tanpa kpk turun tangan kebakaran hutan akan terus terjadi sepanjang tahun,0.0
2016-09-07 03:57:29+00:00,hingga memasuki bulan september ini tidak terjadi kebakaran hutan dan lahan yang menyebabkan bencana kabut asap,0.0
2016-09-06 22:37:41+00:00,kebakaran hutan di taman nasional baluran situbondo jawa timur kembali terjadi dan makin meluas akibatnya jalur pantura,1.0
2016-09-06 17:11:33+00:00,di palangkaraya kebakaran hutan dan lahan gambut masih terjadi dan membakar lahan seluas 5 ha,1.0
2016-09-06 12:07:33+00:00,kebakaran hutan yg terjadi terus menerus tidak lepas dr kualitas penegakan hukum,0.0
2016-09-05 07:15:02+00:00,kesemuanya itu dilakukan supaya sumsel tidak terjadi kebakaran hutan dan lahan seperti tahun lalu,2.0
2016-09-05 07:11:47+00:00,dlm upaya pencegahan terjadinya kabut asap pemprov sumsel terus mengantisipasi supaya tdk terjadi kebakaran hutan dan lahan,2.0
2016-09-05 01:51:01+00:00,keseriusan pemprov sumsel menghadapi kebakaran hutan dan lahan yang sering terjadi tiap tahunnya patut diacungi jempol,2.0
2016-09-05 01:20:20+00:00,nasa pantau 29 titik kebakaran hutan terjadi di wilayah sumatera,1.0
2016-09-04 13:59:04+00:00,rokok kuharap kau membuang puntung rokokmu dengan benar karena jika sampai terjadi kebakaran hutan bakal merepotkan,0.0
2016-09-04 06:35:18+00:00,jangan ragu tegakkan hukum banyak pendapat kebakaran hutan dan lahan karhutla yang terjadi di riau saba,2.0
2016-09-04 06:18:33+00:00,hentikan pemberian izin kebakaran hutan dan lahan karhutla dipastikan akan terjadi di riau setiap,2.0
2016-09-03 17:18:16+00:00,hukum oknum polda riau kebakaran hutan dan lahan di sumatera khususnya riau sudah terjadi belasan tahun secara,2.0
2016-09-03 08:10:35+00:00,kementerian pariwisata kemenpar yakin kabut asap akibat kebakaran hutan dan lahan yang terjadi di beberapa wilayah,1.0
2016-09-02 02:23:01+00:00,kebakaran lahan di oki berhasil dipadamkan kebakaran hutan dan lahan gambut yang terjadi di wilayah kabupaten ogan komering ilir,2.0
2016-09-01 23:57:51+00:00,puluhan hektare lahan di oki kembali terbakar kebakaran hutan dan lahan kembali terjadi di wilayah kabupaten ogan komering ilir sumatera selatan,1.0
2016-09-01 23:56:10+00:00,kebakaran hutan dan lahan kembali terjadi di wilayah kabupaten ogan komering ilir sumsel puluhan hektare lahan gambut,1.0
2016-08-31 00:47:03+00:00,dan kini mulai terjadi lagi kerugian akibat kebakaran hutan 2015 rp 221 triliun,1.0
2016-08-30 16:31:56+00:00,palangka raya kebakaran hutan dan lahan karhutla masih terjadi di kota palangka raya,1.0
2016-08-30 14:37:25+00:00,hutan tanpa solusi kebakaran hutan merupakan fenomena biasa yang terjadi di wilayah indonesia,0.0
2016-08-30 11:13:55+00:00,agar tdk terjadi lagi pemahaman sempit terhadap efek yg ditimbulkan oleh kebakaran hutan,0.0
2016-08-30 10:34:35+00:00,seorang fotografer mendapat tugas dari editornya untuk mengambil gambar kebakaran hutan yang sedang terjadi di,1.0
2016-08-30 10:08:37+00:00,14 film ini secara umum ingin menceritakan bahwa kebakaran lahan hutan yg terjadi setiap tahun yg telah membawa dampak buruk bagi masyarakat,0.0
2016-08-30 03:00:10+00:00,kenapa kebakaran hutan selalu terjadi setiap tahun di riau nanti kalau sudah tidak tertangani warga dan,1.0
2016-08-30 02:21:25+00:00,radio andika 0920 pemerintah terus berupaya mengurangi kasus kebakaran hutan yang terjadi di berbagai titik di,2.0
2016-08-30 02:12:44+00:00,pantesan kebakaran hutan terjadi lg,0.0
2016-08-29 14:53:04+00:00,waduh udara dumai sudah tidak sehat dumai kebakaran hutan dan lahan yang terjadi di beberapa titik,1.0
2016-08-29 13:39:31+00:00,badan nasional penanggulangan bencana bnpb memprediksi kebakaran hutan dan lahan masih akan terjadi di riau,2.0
2016-08-29 12:40:16+00:00,bantu juga untuk mendesak pemerintah agar segera mengambil tindakan dalam mencegah kebakaran hutan terjadi lagi,2.0
2016-08-29 12:38:58+00:00,pemerintah harus mengambil tindakan pada perusahaan yang menimbulkan bencana kebakaran hutan terjadi lagi,2.0
2016-08-29 12:37:23+00:00,transparansi data peta kehutanan indonesia akan membantu upaya pemerintah dalam mencegah kebakaran hutan terjadi lagi,2.0
2016-08-29 12:36:02+00:00,analisa peta kepo hutan greenpeace mengungkapkan banyak kebakaran terjadi lagi di lahan yang sama dengan kebakaran tahun lalu,1.0
2016-08-29 11:31:29+00:00,tiga kendala hambat pemadaman kebakaran hutan hampir sebagian besar kasus pembakaran hutan terjadi di indonesia,0.0
2016-08-29 09:00:59+00:00,admn ikutn sedh krn kebakaran hutan yg terjadi di riau semakin parah smg ujan trn ya biar hotspot nya g mkn luas,1.0
2016-08-29 06:32:24+00:00,2400 hektare hutan di samosir terbakar kebakaran terjadi di kawasan hutan pusuk buhit kabupaten samosir,1.0
2016-08-29 02:36:18+00:00,lagi2 kebakaran hutan gambut di kalimantan sebenarnya apa sih penyebab utamanya tiap tahun pasti saja terjadi,1.0
2016-08-28 23:45:17+00:00,pagi yg sejuk dengan udara yang bercampur asap kebakaran hutan riau terjadi lagi semoga,1.0
2016-08-28 22:58:25+00:00,siti nurbaya bakar menyatakan negara tidak hanya diam melihat kebakaran hutan yang kembali terjadi,1.0
2016-08-28 15:35:41+00:00,pak riau kembali menjadi kota asap kebakaran hutan terjadi lagi perkataan bpk presiden tdk dilaksanakan hutan kembali dibakar,1.0
2016-08-28 13:14:51+00:00,segala upaya terus dilakukan oleh kementerian lhk mengatasi kebakaran hutan yang terjadi di riau titik api,2.0
2016-08-28 10:57:36+00:00,kabut asap tipis selimuti kota pekanbaru kabut asap dampak dari kebakaran hutan dan lahan yang terjadi di sejumlah titik,1.0
2016-08-28 10:53:18+00:00,kabut asap dampak dari kebakaran hutan dan lahan yang terjadi di sejumlah wilayah di provinsi riau pada minggu,1.0
2016-08-28 03:25:07+00:00,kebakaran hutan sering terjadi di lingkunganmu upload videonya submit ke,0.0
2016-08-27 20:18:11+00:00,waspada kebakaran hutan dan lahan smg kebakaran yg sdang terjadi segra dpt dipadamkan agr tak lbh meluas kemanamana,2.0
2016-08-27 15:19:47+00:00,indonesia siaga darurat kebakaran hutan juli hingga agustus terjadi kenaikan jumlah titik api hingga,1.0
2016-08-27 13:48:13+00:00,karena kebakaran hutan tidak terjadi ditengah laut,0.0
2016-08-27 13:06:58+00:00,sejak januari 2016 3218 hektare hutan di riau terbakar kebakaran hutan dan lahan masih terjadi di beberapa titik,1.0
2016-08-27 13:06:52+00:00,kebakaran hutan dan lahan masih terjadi di beberapa titik di riau,1.0
2016-08-27 10:58:34+00:00,kebakaran hutan jg baru terjadi hari ini karena sebelumnya hanya kebakaran semak semak,1.0
2016-08-27 09:38:28+00:00,pekanbaru kabut asap dampak dari kebakaran hutan dan lahan yang terjadi di sejumlah wilayah provinsi riau,1.0
2016-08-27 06:57:57+00:00,kabut asap selimuti wilayah kampar akibat kebakaran lahan dan hutan yang terjadi di provinsi riau kabut asap mulai menyelimuti,1.0
2016-08-27 06:56:03+00:00,akibat kebakaran lahan dan hutan yang terjadi di provinsi riau kabut asap mulai menyelimuti wilayah kabupaten kampar sabtu,1.0
2016-08-27 06:43:26+00:00,kabut asap selimuti wilayah kampar akibat kebakaran lahan dan hutan yang terjadi di provinsi riau,1.0
2016-08-27 06:06:19+00:00,kebakaran hutan dan lahan seakan sudah menjadi ancaman rutin yang terjadi di indonesia hampir setiap tahun,0.0
2016-08-27 04:39:21+00:00,kabut asap dampak dari kebakaran hutan dan lahan yang terjadi di sejumlah wilayah provinsi riau pada sabtu p,1.0
2016-08-27 04:33:04+00:00,kabut asap selimuti pekanbaru kabut asap dampak dari kebakaran hutan dan lahan yang terjadi di sejumlah wilayah,1.0
2016-08-27 04:22:38+00:00,kabut asap dampak dari kebakaran hutan dan lahan yang terjadi di sejumlah wilayah provinsi riau pada sabtu,1.0
2016-08-27 04:17:05+00:00,hutan terbakar dua kota di riau berselimut kabut asap pekanbaru udah beberapa lama ini terjadi kebakaran,1.0
2016-08-27 01:08:01+00:00,masalah kebakaran hutan dan lahan karhutla yang sudah terjadi puluhan tahun harus diselesaikan dari hulunya,1.0
2016-08-26 17:11:47+00:00,asap dari kebakaran hutan dan lahan yang terjadi di riau bergerak ke malaysia dan singapura,1.0
2016-08-26 14:33:36+00:00,kebakaran hutan dan lahan kembali terjadi yg mengakibatkan kabut asap di banyak tempat di kalimantan dan sumatera yg berbahaya bg kesehatan,1.0
2016-08-26 13:48:41+00:00,singapura kalau mau protes ke siapa ke angin kebakaran hutan dan lahan kahutla yang terjadi di riau,1.0
2016-08-26 12:19:42+00:00,kapolres lutim bersama personil polres lutim padamkan api saat terjadi kebakaran pada kawasan hutan lindung,2.0
2016-08-26 11:43:56+00:00,radio bintang tenggara banyuwangi 1842 asap akibat kebakaran hutan dan lahan yang terjadi di daerah riau telah,1.0
2016-08-26 11:37:12+00:00,radio andika 1836 asap akibat kebakaran hutan dan lahan yang terjadi di daerah riau telah mencapai singapura,1.0
2016-08-26 10:20:08+00:00,negeri jiran malaysia menawarkan bantuan untuk memerangi kebakaran hutan yang kerap terjadi di indonesia bantuan,2.0
2016-08-26 05:00:03+00:00,wali kota tomohon usulkan bentuk satgas kebakaran hutan jika terjadi kebakaran hutan dan lahan,2.0
2016-08-25 14:50:33+00:00,ini alasan polri hentikan penyidikan 15 perusahaan pembakar hutan kebakaran hutan terjadi di kawasan perusahaan,0.0
2016-08-25 14:05:54+00:00,haters menyalahkan tuhan haters jg berdoa spy tdk terjadi kebakaran krn haters jg korban dr kebakaran hutan,0.0
2016-08-25 10:38:33+00:00,kapolri jenderal tito karnavian menyebut penanganan kasus kebakaran hutan dan lahan karhutla terjadi penurunan,2.0
2016-08-25 08:40:02+00:00,hutan adat hrs clear dg tny pernahkah tjd kebakaran kalau pernah terjadi kebakaran brarti punya konflik,0.0
2016-08-24 23:46:06+00:00,mari kita berdoa agar kalimantan diguyur hujan agar tdk terjadi lagi bencana asap agar kebakaran hutan yg sdh,2.0
2016-08-24 06:43:14+00:00,kebakaran hutan dan lahan kembali terjadi dan hari ini kota dumai kembali diselimuti asap,1.0
2016-08-23 15:30:14+00:00,kebakaran hutan 2016 mulai menelan korban hal sama terjadi di 2015 selalu berulang hopeless apatis,1.0
2016-08-23 09:55:56+00:00,pemerintah berlakukan siaga darurat kebakaran hutan atas kebakaran hutan yang terjadi,1.0
2016-08-23 08:37:11+00:00,tiap tahun kok terjadi kebakaran hutan apa karena hutan sudah dikuasai industri,1.0
2016-08-23 03:54:45+00:00,kebakaran hutan dan lahan terjadi lagi emang udah jadwalnya tiap tahun ya apakah tahun depan akan terjadi lagi,1.0
2016-08-22 16:24:13+00:00,10 ribu warga dumai terserang ispa akibat kabut asap bencana kabut asap terjadi akibat kebakaran hutan,1.0
2016-08-22 16:07:23+00:00,bencana kabut asap terjadi akibat kebakaran hutan dan lahan menyebabkan 10 ribu lebih warga dumai riau terkena ispa,1.0
2016-08-22 09:06:01+00:00,kebakaran hutan dan lahan terus terjadi di sejumlah daerah,1.0
2016-08-21 23:38:28+00:00,radio andika 0638 kebakaran hutan dan lahan karhutla tahun ini diharapkan tak terjadi seburuk tahun lalu,1.0
2016-08-21 14:33:51+00:00,kebakaran hutan yg cukup hebat terjadi di bukit daerah tongging semoga segera bisa di atasi,1.0
2016-08-21 12:33:27+00:00,bagus pa utk penghijauan karena d pulau sumatera sering terjadi kebakaran hutan,3.0
2016-08-20 16:55:55+00:00,suasana kritis kebakaran hutan yang terjadi di indonesia,1.0
2016-08-19 23:01:03+00:00,kebakaran terjadi di tengah hutan lebat sangat dekat dengan kantor balai konservasi gajah,1.0
2016-08-19 22:57:47+00:00,kebakaran landa kawasan penangkaran gajah di riau ulah perambah kebakaran terjadi di tengah hutan lebat sangat dekat dengan kantor balai konservasi gajah,1.0
2016-08-19 15:55:32+00:00,kebakaran lahan dan hutan di indonesia seolah menjadi tradisi dengan mayoritas terjadi di lahan gambut yang sulit,0.0
2016-08-19 13:10:22+00:00,300 hektar lebih lahan gambut di rohul terbakar kebakaran lahan dan hutan karlahut yang terjadi di wilayah,1.0
2016-08-19 03:10:43+00:00,kebakaran hutan selalu terjadi pembakar selalu lepas dari jerat hukum hanya rakyat pencari ranting menjadi korban,0.0
2016-08-19 00:49:07+00:00,gimana kebakaran hutan n lahan akan terus terjadi jika para pelaku terus di bebaskan oleh aparat spt yg baru2 ini,0.0
2016-08-18 10:00:51+00:00,kita semua bisa mencegah bencana kebakaran hutan terjadi lagi dengan adanya keterbukaan informasi data kehutanan indonesia,2.0
2016-08-18 09:15:19+00:00,kementerian lingkungan hidup kehutanan ungkap kebakaran hutan kembali terjadi di sumatera kalimantan,1.0
2016-08-18 08:35:07+00:00,kebakaran hutan tidak hanya terjadi di indonesia,0.0
2016-08-18 05:42:56+00:00,merdeka atau kebakaran kebakaran ekplorasi hutan yg terus menerus terjadi dgn pembakaran hutan alasan invest buka lahan perkebunan dll,0.0
2016-08-17 14:37:04+00:00,apakah kebakaran hutan akan terjadi lagi tahun ini jawabannya ya kebakaran hutan pasti akan terjadi lagi,0.0
2016-08-16 16:43:07+00:00,18 menurut raynaldo sembiring bahwa kebakaran hutan umumnya terjadi karena minimnya pengawasan pemerintah thdp ketaatan perusahaan,0.0
2016-08-16 15:36:18+00:00,100 hektare hutan dan lahan di dumai musnah pelaku belum ditangkap kebakaran hutan dan lahan terjadi di,1.0
2016-08-16 14:09:31+00:00,menteri dalam negeri tjahjo kumolo menilai kebakaran yang terjadi hutan yang terjadi pada 2016 ini sudah berkurang,1.0
2016-08-16 12:22:30+00:00,hutan terbakar petugas padamkan api pakai air galon minum kebakaran hutan yang terjadi di bukit uban jorong kapalo koto hingga ma,2.0
2016-08-16 07:42:24+00:00,2015 saat terjadi bencana kebakaran asap massive hutan desa yang berbatasan dengan hutan desa tersebut mengalami kebakaran,1.0
2016-08-16 04:26:43+00:00,tidak terjadi koordinasi kerja yg baik di menteri2nya yg mengakibatkan lambatnya tindakan yg diambil tuk memadamkan kebakaran hutan di riau,2.0
2016-08-15 06:02:21+00:00,kebakaran hutan yang terjadi pasti ada campur tangan manusia,0.0
2016-08-15 05:59:22+00:00,kebakaran hutan yang terjadi pasti ada sentuhan tangan manusia,0.0
2016-08-15 05:20:16+00:00,kebakaran hutan yang marak terjadi belakangan ini disengaja atau tidak,1.0
2016-08-14 23:23:02+00:00,kasus kebakaran hutan tahun ke tahun selalu terjadi,1.0
2016-08-14 11:52:02+00:00,sangat disayangkan ucap mio pundung mendengar info seringnya terjadi kebakaran hutan di sana aku tidak terlalu tahan,0.0
2016-08-14 07:24:16+00:00,padahal direktur pengendalian kebakaran hutan raffles b panjaitan mengungkap 73 kebakaran terjadi di kawasan non hutan,1.0
2016-08-14 07:16:54+00:00,kadang kebakaran hutan terjadi secara alamiah dan itu banyak faktornya,0.0
2016-08-14 07:07:44+00:00,kebakaran hutan kok terus terjadi lagi dan lagi pertanyaannya,1.0
2016-08-14 00:01:51+00:00,selat panjang kebakaran yang terjadi di kawasan hutan suaka marga satwa tasik putri puyu pulau padang,1.0
2016-08-13 13:51:39+00:00,kebakaran hutan masih terjadi di tujuh kabupaten di sumsel kebakaran hutan dan lahan masih terjadi di tujuh kabupaten di provinsi sumatera selatan,1.0
2016-08-13 13:50:02+00:00,kebakaran hutan dan lahan masih terjadi di tujuh kabupaten di provinsi sumatera selatan umumnya kebakaran terjadi di lahan,1.0
2016-08-13 09:29:43+00:00,kepala bppd aceh 5 hektare hutan terbakar di saree banda aceh kebakaran hutan terjadi di kawasan saree,1.0
2016-08-12 23:19:29+00:00,kebakaran hutan dan lahan kembali terjadi di beberapa daerah di indonesia,1.0
2016-08-12 09:13:52+00:00,meskipun berdasarkan laporan yang ia terima terjadi penurunan yang signifikan pada jumlah kebakaran hutan dan lahan,1.0
2016-08-12 08:57:56+00:00,menurut pak yantisa korban kebakaran hutan juga ingin berkontribusi menanggulangi mitigasi bencana yang terjadi pada mereka,2.0
2016-08-12 08:49:13+00:00,awal agustus rumput mulai mengering waspada kemarau dan kebakaran hutan terjadi hingga maret tahun depan,2.0
2016-08-12 04:54:33+00:00,kebakaran hutan dan lahan gambut trs terjadi di 7 kabupaten dan kota di riau,1.0
2016-08-11 21:37:37+00:00,bmkg temukan 29 titik api di provinsi riau kebakaran hutan terjadi sejak tiga hari lalu,1.0
2016-08-11 21:37:13+00:00,kebakaran hutan terjadi sejak tiga hari lalu dan menghanguskan 2 hektare semak belukar,1.0
2016-08-11 14:49:08+00:00,kebakaran hutan dan lahan tahun ini masih menjadi momok menakutkan setelah terjadi bencana kabut asap hebat,1.0
2016-08-11 14:27:06+00:00,tak perduli kebakaran hutan terjadi di indonesia jika asapnya memasuki negara singapore maka mereka berhak menghukum,0.0
2016-08-11 10:27:29+00:00,tiap tahun kebakaran lahan dan hutan terjadi di negri ini,1.0
2016-08-11 08:58:34+00:00,menurut data yg dihimpun kementerian perekonomian kebakaran hutan terus terjadi setiap tahun selama 18 tahun terakhir di lahan gambut,1.0
2016-08-11 08:30:07+00:00,komitmen bagus dari gabungan pengusaha kelapa sawit indonesia agar kebakaran hutan tidak terjadi lagi,2.0
2016-08-10 07:40:14+00:00,lahan milik warga di air hitam pekanbaru terbakar kebakaran hutan dan lahan terjadi di lahan milik warga,1.0
2016-08-10 04:01:38+00:00,ada baiknya agar tragedi kebakaran hutan tahun 2015 tidak kembali terjadi di tahun ini,1.0
2016-08-10 03:16:09+00:00,kebakaran hebat yang terjadi pada 2015 telah menghanguskan ribuan hektar lahan hutan desa di kecamatan kahayan,1.0
2016-08-10 01:37:28+00:00,tiga hektare lahan di kampar terbakar kebakaran hutan dan lahan kembali terjadi di kabupaten kampar riau,1.0
2016-08-09 10:18:07+00:00,penyelamatan hutan desa di kahayan hilir kebakaran hebat yang terjadi pada 2015,2.0
2016-08-09 09:35:28+00:00,akibat dari penindakan setengah hati kebakaran hutan terjadi lagi dan rutinitas pun terjadi lagi,1.0
2016-08-09 06:03:35+00:00,kebakaran hutan sudah terjadi di berapa titik daerah sumsel semoga cepat dipadamkan sehingga tidak menimbulkan,1.0
